function,frame,time_ms
imagePyramid,473,0.358260
track,473,2.186653,0.003444,1
imagePyramid,474,0.366811
track,474,2.225232,0.003607,1
imagePyramid,474,0.371761
preCompute,474,1.682001
imagePyramid,474,0.373020
preCompute,474,1.802862
imagePyramid,476,0.318920
track,476,1.996982,0.000000,1
imagePyramid,477,0.373680
track,477,2.363842,0.003171,1
imagePyramid,478,0.399911
track,478,2.853552,0.003568,1
imagePyramid,478,0.379010
preCompute,478,1.577681
imagePyramid,480,0.325740
track,480,1.916532,0.000000,1
imagePyramid,481,0.376700
track,481,2.349073,0.002810,1
imagePyramid,482,0.363910
track,482,2.513453,0.002969,1
imagePyramid,483,0.397100
track,483,2.364752,0.002871,1
imagePyramid,484,0.382350
track,484,2.432382,0.002773,1
imagePyramid,485,0.521770
track,485,2.513383,0.002995,1
imagePyramid,486,0.404311
track,486,2.129802,0.003086,1
imagePyramid,487,0.415741
track,487,2.140461,0.003150,1
imagePyramid,488,0.361970
track,488,2.274642,0.002552,1
imagePyramid,489,0.492261
track,489,2.269092,0.002715,1
imagePyramid,489,0.456640
preCompute,489,1.449101
imagePyramid,489,0.377731
preCompute,489,1.828491
imagePyramid,491,0.319411
track,491,1.940532,0.000000,1
imagePyramid,492,0.405331
track,492,2.646992,0.003453,1
imagePyramid,493,0.529530
track,493,2.718042,0.003954,1
imagePyramid,493,0.379750
preCompute,493,1.625262
imagePyramid,495,0.321370
track,495,1.923462,0.000000,1
imagePyramid,496,0.361771
track,496,2.370822,0.002533,1
imagePyramid,497,0.352090
track,497,1.894202,0.003162,1
imagePyramid,498,0.427680
track,498,2.072992,0.002902,1
imagePyramid,499,0.505260
track,499,2.253092,0.003114,1
imagePyramid,500,0.403401
track,500,1.939392,0.002967,1
imagePyramid,501,0.362610
track,501,2.012862,0.003184,1
imagePyramid,502,0.461020
track,502,2.352372,0.003219,1
imagePyramid,503,0.456021
track,503,2.028132,0.003434,1
imagePyramid,504,0.439170
track,504,2.132052,0.002887,1
imagePyramid,504,0.427300
preCompute,504,1.329542
imagePyramid,504,0.371410
preCompute,504,1.429791
imagePyramid,506,0.301311
track,506,1.649191,0.000000,1
imagePyramid,507,0.391081
track,507,2.628842,0.002714,1
imagePyramid,508,0.477340
track,508,2.433642,0.003382,1
imagePyramid,509,0.440451
track,509,2.118952,0.003782,1
imagePyramid,509,0.475720
preCompute,509,1.442611
imagePyramid,511,0.349940
track,511,1.833582,0.000000,1
imagePyramid,512,0.444811
track,512,2.129562,0.002834,1
imagePyramid,513,0.442961
track,513,2.139492,0.003548,1
imagePyramid,513,0.486651
preCompute,513,1.272261
imagePyramid,513,0.357250
preCompute,513,1.331031
imagePyramid,515,0.293061
track,515,1.639361,0.000000,1
imagePyramid,516,0.476290
track,516,2.789263,0.002469,1
imagePyramid,517,0.432560
track,517,3.146413,0.002788,1
imagePyramid,518,0.377790
track,518,2.039402,0.002997,1
imagePyramid,519,0.387580
track,519,2.230302,0.003073,1
imagePyramid,520,0.421770
track,520,2.341462,0.002936,1
imagePyramid,521,0.515330
track,521,2.407803,0.003074,1
imagePyramid,522,0.539040
track,522,2.082362,0.003296,1
imagePyramid,523,0.383210
track,523,1.876462,0.003760,1
imagePyramid,523,0.337090
preCompute,523,1.494212
imagePyramid,523,0.386011
preCompute,523,1.794461
imagePyramid,525,0.387580
track,525,1.998482,0.000000,1
imagePyramid,526,0.593030
track,526,2.914643,0.002808,1
imagePyramid,527,0.476410
track,527,3.064973,0.002724,1
imagePyramid,528,0.409821
track,528,2.416352,0.003878,1
imagePyramid,528,0.371040
preCompute,528,1.840412
imagePyramid,530,0.311840
track,530,1.879962,0.000000,1
imagePyramid,531,0.489010
track,531,2.515052,0.003547,1
imagePyramid,531,0.416050
preCompute,531,1.628202
imagePyramid,531,0.396570
preCompute,531,1.767262
imagePyramid,533,0.350000
track,533,2.053922,0.000000,1
imagePyramid,534,0.517501
track,534,2.889772,0.003229,1
imagePyramid,535,0.470401
track,535,3.181973,0.004014,1
imagePyramid,535,0.398341
preCompute,535,2.138442
imagePyramid,535,0.380671
preCompute,535,2.070182
imagePyramid,537,0.348540
track,537,2.386202,0.000000,1
imagePyramid,538,0.456270
track,538,2.916723,0.002206,1
imagePyramid,539,0.427431
track,539,3.081752,0.002706,1
imagePyramid,540,0.398780
track,540,2.675463,0.002800,1
imagePyramid,541,0.408001
track,541,2.484602,0.003402,1
imagePyramid,542,0.458261
track,542,2.036612,0.003340,1
imagePyramid,543,0.395430
track,543,2.356142,0.003318,1
imagePyramid,544,0.377280
track,544,2.442152,0.003704,1
imagePyramid,544,0.352511
preCompute,544,1.717481
imagePyramid,544,0.451750
preCompute,544,1.914412
imagePyramid,546,0.332981
track,546,2.305352,0.000000,1
imagePyramid,547,0.402920
track,547,2.961823,0.002812,1
imagePyramid,548,0.435770
track,548,3.344574,0.003132,1
imagePyramid,549,0.413010
track,549,2.186023,0.003104,1
imagePyramid,550,0.364070
track,550,2.301672,0.003790,1
imagePyramid,550,0.356700
preCompute,550,1.639711
imagePyramid,550,0.406101
preCompute,550,1.781111
imagePyramid,552,0.348400
track,552,2.203712,0.000000,1
imagePyramid,553,0.461880
track,553,2.940473,0.002816,1
imagePyramid,554,0.448350
track,554,2.929893,0.003581,1
imagePyramid,554,0.407351
preCompute,554,2.176802
imagePyramid,556,0.342280
track,556,2.230692,0.000000,1
imagePyramid,557,0.386011
track,557,2.464042,0.002363,1
imagePyramid,558,0.440750
track,558,2.261312,0.002407,1
imagePyramid,559,0.417840
track,559,2.340432,0.003006,1
imagePyramid,560,0.383151
track,560,2.382552,0.004409,1
imagePyramid,560,0.375290
preCompute,560,1.605022
imagePyramid,560,0.373630
preCompute,560,1.956782
imagePyramid,562,0.332970
track,562,2.221752,0.000000,1
imagePyramid,563,0.490780
track,563,3.263453,0.002376,1
imagePyramid,564,0.462491
track,564,3.091982,0.002601,1
imagePyramid,565,0.412610
track,565,2.520942,0.003396,1
imagePyramid,566,0.412080
track,566,2.497582,0.003711,1
imagePyramid,566,0.423070
preCompute,566,1.906442
imagePyramid,566,0.390680
preCompute,566,1.788442
imagePyramid,568,0.319670
track,568,2.181412,0.000000,1
imagePyramid,569,0.399100
track,569,3.043373,0.003102,1
imagePyramid,570,0.421571
track,570,3.279283,0.004026,1
imagePyramid,570,0.408021
preCompute,570,2.193792
imagePyramid,572,0.337890
track,572,2.220832,0.000000,1
imagePyramid,573,0.384430
track,573,2.431042,0.002633,1
imagePyramid,574,0.374480
track,574,2.402732,0.002779,1
imagePyramid,575,0.534721
track,575,2.657462,0.002868,1
imagePyramid,576,0.460271
track,576,2.173272,0.003278,1
imagePyramid,577,0.464710
track,577,2.150472,0.003064,1
imagePyramid,578,0.430420
track,578,1.991232,0.003125,1
imagePyramid,579,0.363710
track,579,2.263082,0.003149,1
imagePyramid,580,0.347081
track,580,2.342752,0.003101,1
imagePyramid,581,0.378810
track,581,2.324612,0.003462,1
imagePyramid,581,0.344340
preCompute,581,1.705562
imagePyramid,581,0.541140
preCompute,581,1.900052
imagePyramid,583,0.385770
track,583,2.186612,0.000000,1
imagePyramid,584,0.510591
track,584,3.236723,0.002556,1
imagePyramid,585,0.453751
track,585,2.928832,0.003113,1
imagePyramid,586,0.400221
track,586,2.611052,0.003009,1
imagePyramid,587,0.391460
track,587,2.414133,0.003547,1
imagePyramid,587,0.415161
preCompute,587,1.706361
imagePyramid,587,0.372870
preCompute,587,1.905031
imagePyramid,589,0.359811
track,589,2.143652,0.000000,1
imagePyramid,590,0.520080
track,590,2.423762,0.003192,1
imagePyramid,591,0.500310
track,591,2.202192,0.003611,1
imagePyramid,591,0.398980
preCompute,591,1.856382
imagePyramid,593,0.329131
track,593,2.003972,0.000000,1
imagePyramid,594,0.367701
track,594,2.534602,0.002769,1
imagePyramid,595,0.366701
track,595,2.320362,0.003480,1
imagePyramid,596,0.417430
track,596,2.345862,0.003767,1
imagePyramid,596,0.348170
preCompute,596,1.748512
imagePyramid,596,0.340990
preCompute,596,1.645032
imagePyramid,598,0.694741
track,598,1.978302,0.000000,1
imagePyramid,599,0.389660
track,599,2.514252,0.002925,1
imagePyramid,600,0.481020
track,600,3.046873,0.003302,1
imagePyramid,601,0.442830
track,601,2.929933,0.003545,1
imagePyramid,601,0.387740
preCompute,601,1.869811
imagePyramid,603,0.328081
track,603,1.960292,0.000000,1
imagePyramid,604,0.350931
track,604,2.336572,0.002747,1
imagePyramid,605,0.350960
track,605,2.351782,0.003399,1
imagePyramid,606,0.464290
track,606,2.138922,0.003756,1
imagePyramid,606,0.415180
preCompute,606,1.381902
imagePyramid,606,0.434330
preCompute,606,1.568931
imagePyramid,608,0.325660
track,608,1.886292,0.000000,1
imagePyramid,609,0.665460
track,609,2.691573,0.003693,1
imagePyramid,609,0.506850
preCompute,609,2.572612
imagePyramid,611,0.402160
track,611,2.511173,0.000000,1
imagePyramid,612,0.473131
track,612,2.453612,0.003576,1
imagePyramid,612,0.434860
preCompute,612,1.873722
imagePyramid,612,0.423420
preCompute,612,1.832482
imagePyramid,614,0.369230
track,614,2.242342,0.000000,1
imagePyramid,615,0.456730
track,615,3.248573,0.003248,1
imagePyramid,616,0.410741
track,616,3.338803,0.003722,1
imagePyramid,616,0.387780
preCompute,616,2.219932
imagePyramid,616,0.375940
preCompute,616,1.967322
imagePyramid,618,0.344611
track,618,2.224262,0.000000,1
imagePyramid,619,0.341830
track,619,2.683903,0.002589,1
imagePyramid,620,0.450231
track,620,3.426223,0.004364,1
imagePyramid,620,0.527041
preCompute,620,2.365762
imagePyramid,622,0.371560
track,622,2.406782,0.000000,1
imagePyramid,623,0.361720
track,623,2.477992,0.002843,1
imagePyramid,624,0.437490
track,624,2.012292,0.002571,1
imagePyramid,625,0.405040
track,625,2.090112,0.003171,1
imagePyramid,626,0.361970
track,626,2.309852,0.004490,1
imagePyramid,626,0.350340
preCompute,626,1.726541
imagePyramid,626,0.387471
preCompute,626,2.084542
imagePyramid,628,0.333260
track,628,2.422982,0.000000,1
imagePyramid,629,0.382570
track,629,2.883893,0.002699,1
imagePyramid,630,0.421160
track,630,2.992743,0.003328,1
imagePyramid,631,0.396240
track,631,3.181753,0.004511,0
imagePyramid,631,0.496000
preCompute,631,2.134972
imagePyramid,631,0.505730
preCompute,631,1.976572
imagePyramid,633,0.506320
track,633,2.323432,0.000000,1
imagePyramid,634,0.438661
track,634,3.336053,0.003241,1
imagePyramid,635,0.503131
track,635,3.318573,0.003733,1
imagePyramid,635,0.371730
preCompute,635,2.062431
imagePyramid,637,0.365950
track,637,2.074412,0.000000,1
imagePyramid,638,0.385190
track,638,2.401082,0.002528,1
imagePyramid,639,0.392780
track,639,2.438272,0.002727,1
imagePyramid,640,0.385651
track,640,2.415732,0.003196,1
imagePyramid,641,0.383261
track,641,2.395072,0.003399,1
imagePyramid,642,0.429850
track,642,2.166243,0.003317,1
imagePyramid,643,0.320931
track,643,1.871831,0.003320,1
imagePyramid,644,0.378730
track,644,2.146522,0.003890,1
imagePyramid,644,0.407170
preCompute,644,1.591671
imagePyramid,644,0.358260
preCompute,644,1.913912
imagePyramid,646,0.369661
track,646,2.184792,0.000000,1
imagePyramid,647,0.416560
track,647,3.269953,0.002515,1
imagePyramid,648,0.517841
track,648,3.144742,0.003187,1
imagePyramid,649,0.618731
track,649,2.620342,0.003152,1
imagePyramid,650,0.480300
track,650,2.315792,0.003459,1
imagePyramid,651,0.376210
track,651,2.351982,0.004419,1
imagePyramid,651,0.353681
preCompute,651,1.713491
imagePyramid,651,0.375931
preCompute,651,1.972921
imagePyramid,653,0.350240
track,653,2.312872,0.000000,1
imagePyramid,654,0.363970
track,654,2.615372,0.002867,1
imagePyramid,655,0.424150
track,655,3.112572,0.003316,1
imagePyramid,656,0.372381
track,656,2.668682,0.004283,1
imagePyramid,656,0.376460
preCompute,656,1.853622
imagePyramid,656,0.398161
preCompute,656,2.014041
imagePyramid,658,0.367130
track,658,2.459703,0.000000,1
imagePyramid,659,0.397690
track,659,2.996333,0.003342,1
imagePyramid,660,0.496661
track,660,3.304563,0.003714,1
imagePyramid,660,0.395041
preCompute,660,1.945611
imagePyramid,662,0.356040
track,662,2.031992,0.000000,1
imagePyramid,663,0.502930
track,663,2.625383,0.002900,1
imagePyramid,664,0.430061
track,664,1.920851,0.003386,1
imagePyramid,665,0.363130
track,665,2.149302,0.004126,1
imagePyramid,665,0.386010
preCompute,665,1.634292
imagePyramid,665,0.433950
preCompute,665,1.973342
imagePyramid,667,0.472240
track,667,2.300542,0.000000,1
imagePyramid,668,0.549860
track,668,3.385132,0.002763,1
imagePyramid,669,0.426130
track,669,3.273383,0.002433,1
imagePyramid,670,0.463690
track,670,2.567502,0.002684,1
imagePyramid,671,0.355050
track,671,2.650123,0.003219,1
imagePyramid,672,0.446570
track,672,2.793293,0.002967,1
imagePyramid,673,0.419290
track,673,2.896843,0.003511,1
imagePyramid,673,0.389870
preCompute,673,1.976852
imagePyramid,673,0.384331
preCompute,673,2.041712
imagePyramid,675,0.307110
track,675,2.103432,0.000000,1
imagePyramid,676,0.344471
track,676,2.375852,0.002578,1
imagePyramid,677,0.412710
track,677,2.920883,0.003377,1
imagePyramid,678,0.470611
track,678,3.262083,0.003110,1
imagePyramid,679,0.385010
track,679,2.648582,0.003715,1
imagePyramid,679,0.625930
preCompute,679,1.866212
imagePyramid,679,0.442660
preCompute,679,1.943072
imagePyramid,681,0.376270
track,681,2.293232,0.000000,1
imagePyramid,682,0.475040
track,682,3.098653,0.002752,1
imagePyramid,683,0.478401
track,683,3.653203,0.002749,1
imagePyramid,684,0.387570
track,684,2.762173,0.003590,1
imagePyramid,684,0.415580
preCompute,684,1.937462
imagePyramid,684,0.481260
preCompute,684,2.176722
imagePyramid,686,0.380390
track,686,2.389803,0.000000,1
imagePyramid,687,0.435621
track,687,3.490143,0.002457,1
imagePyramid,688,0.423381
track,688,3.614473,0.002986,1
imagePyramid,689,0.386470
track,689,2.792233,0.003128,1
imagePyramid,690,0.541291
track,690,2.537042,0.003460,1
imagePyramid,691,0.444720
track,691,2.263092,0.003424,1
imagePyramid,692,0.409980
track,692,1.879462,0.003696,1
imagePyramid,692,0.366121
preCompute,692,1.573111
imagePyramid,692,0.419011
preCompute,692,1.588271
imagePyramid,694,0.335910
track,694,1.903092,0.000000,1
imagePyramid,695,0.552440
track,695,3.481764,0.002833,1
imagePyramid,696,0.422740
track,696,2.311461,0.003073,1
imagePyramid,697,0.512500
track,697,2.159402,0.003103,1
imagePyramid,698,0.461691
track,698,2.094842,0.003910,1
imagePyramid,698,0.419891
preCompute,698,1.410431
imagePyramid,698,0.457601
preCompute,698,1.573221
imagePyramid,700,0.399911
track,700,1.882951,0.000000,1
imagePyramid,701,0.487891
track,701,2.464642,0.003165,1
imagePyramid,702,0.473981
track,702,2.508792,0.003307,1
imagePyramid,703,0.389720
track,703,2.893413,0.003777,1
imagePyramid,703,0.422230
preCompute,703,2.201222
imagePyramid,703,0.382761
preCompute,703,1.996821
imagePyramid,705,0.368860
track,705,2.237062,0.000000,1
imagePyramid,706,0.425741
track,706,2.825032,0.003033,1
imagePyramid,707,0.446510
track,707,3.257723,0.003126,1
imagePyramid,708,0.527231
track,708,3.271253,0.003592,1
imagePyramid,708,0.497260
preCompute,708,2.151002
imagePyramid,708,0.432470
preCompute,708,1.753232
imagePyramid,710,0.470780
track,710,2.092762,0.000000,1
imagePyramid,711,0.417610
track,711,3.117352,0.002569,1
imagePyramid,712,0.532550
track,712,3.445064,0.002497,1
imagePyramid,713,0.514250
track,713,2.645593,0.002684,1
imagePyramid,714,0.455671
track,714,2.062601,0.002917,1
imagePyramid,715,0.447550
track,715,2.086482,0.003087,1
imagePyramid,716,0.486790
track,716,2.157942,0.003292,1
imagePyramid,717,0.461150
track,717,1.988582,0.003558,1
imagePyramid,717,0.404660
preCompute,717,1.474801
imagePyramid,717,0.433480
preCompute,717,1.685032
imagePyramid,719,0.327791
track,719,1.824091,0.000000,1
imagePyramid,720,0.385520
track,720,2.581483,0.003081,1
imagePyramid,721,0.420210
track,721,3.315833,0.003743,1
imagePyramid,721,0.625341
preCompute,721,2.173162
imagePyramid,721,0.409830
preCompute,721,2.157982
imagePyramid,723,0.374870
track,723,2.215272,0.000000,1
imagePyramid,724,0.436921
track,724,3.228113,0.002714,1
imagePyramid,725,0.465190
track,725,3.837484,0.003092,1
imagePyramid,726,0.401861
track,726,2.450992,0.003715,1
imagePyramid,726,0.382601
preCompute,726,1.722501
imagePyramid,726,0.379710
preCompute,726,2.114772
imagePyramid,728,0.325121
track,728,2.063892,0.000000,1
imagePyramid,729,0.401220
track,729,3.216143,0.002407,1
imagePyramid,730,0.418260
track,730,3.273213,0.003022,1
imagePyramid,731,0.391790
track,731,2.769482,0.003149,1
imagePyramid,732,0.419521
track,732,2.506502,0.003468,1
imagePyramid,733,0.382440
track,733,2.427263,0.004232,1
imagePyramid,733,0.429721
preCompute,733,1.829051
imagePyramid,733,0.499921
preCompute,733,2.112792
imagePyramid,735,0.383880
track,735,2.375162,0.000000,1
imagePyramid,736,0.452151
track,736,3.327263,0.003170,1
imagePyramid,737,0.557240
track,737,3.105213,0.003807,1
imagePyramid,737,0.370510
preCompute,737,1.662461
imagePyramid,739,0.318260
track,739,1.929982,0.000000,1
imagePyramid,740,0.342820
track,740,2.348172,0.002526,1
imagePyramid,741,0.386450
track,741,2.307392,0.003070,1
imagePyramid,742,0.385901
track,742,2.388802,0.002960,1
imagePyramid,743,0.380050
track,743,2.354532,0.003482,1
imagePyramid,744,0.376380
track,744,2.295422,0.004226,1
imagePyramid,744,0.350390
preCompute,744,1.889152
imagePyramid,744,0.341451
preCompute,744,1.727601
imagePyramid,746,0.321751
track,746,1.885071,0.000000,1
imagePyramid,747,0.480690
track,747,2.323092,0.002796,1
imagePyramid,748,0.518320
track,748,2.429522,0.003364,1
imagePyramid,749,0.393980
track,749,3.080343,0.003554,1
imagePyramid,749,0.480020
preCompute,749,2.499203
imagePyramid,751,0.415081
track,751,2.594232,0.000000,1
imagePyramid,752,0.446210
track,752,2.824603,0.003243,1
imagePyramid,753,0.392300
track,753,2.430322,0.003192,1
imagePyramid,754,0.459051
track,754,2.373592,0.003511,1
imagePyramid,754,0.377520
preCompute,754,1.738622
imagePyramid,754,0.382480
preCompute,754,2.046162
imagePyramid,756,0.335541
track,756,2.164242,0.000000,1
imagePyramid,757,0.422970
track,757,3.362173,0.002993,1
imagePyramid,758,0.413821
track,758,3.581863,0.003044,1
imagePyramid,759,0.426580
track,759,2.749533,0.003187,1
imagePyramid,760,0.417511
track,760,2.492492,0.004354,1
imagePyramid,760,0.396561
preCompute,760,1.753161
imagePyramid,760,0.383080
preCompute,760,2.122252
imagePyramid,762,0.360761
track,762,2.283032,0.000000,1
imagePyramid,763,0.503341
track,763,3.525043,0.002961,1
imagePyramid,764,0.500310
track,764,3.206553,0.003349,1
imagePyramid,765,0.479110
track,765,2.105112,0.004185,1
imagePyramid,765,0.457960
preCompute,765,1.299202
imagePyramid,765,0.370141
preCompute,765,1.551901
imagePyramid,767,0.342900
track,767,1.807872,0.000000,1
imagePyramid,768,0.425890
track,768,3.056543,0.002589,1
imagePyramid,769,0.422950
track,769,3.326183,0.003026,1
imagePyramid,770,0.371510
track,770,2.345462,0.003363,1
imagePyramid,771,0.390430
track,771,2.301743,0.003703,1
imagePyramid,771,0.504240
preCompute,771,1.762512
imagePyramid,771,0.442690
preCompute,771,2.077622
imagePyramid,773,0.359290
track,773,2.331692,0.000000,1
imagePyramid,774,0.542120
track,774,3.785954,0.003062,1
imagePyramid,775,0.410860
track,775,3.434483,0.003479,1
imagePyramid,776,0.392921
track,776,2.604302,0.003551,1
imagePyramid,776,0.427900
preCompute,776,1.792542
imagePyramid,776,0.494161
preCompute,776,2.232362
imagePyramid,778,0.440971
track,778,2.489132,0.000000,1
imagePyramid,779,0.442040
track,779,3.492104,0.002993,1
imagePyramid,780,0.431980
track,780,3.109513,0.004313,1
imagePyramid,780,0.430001
preCompute,780,2.191792
imagePyramid,782,0.399281
track,782,2.528052,0.000000,1
imagePyramid,783,0.395711
track,783,2.578442,0.002490,1
imagePyramid,784,0.418050
track,784,2.362802,0.002917,1
imagePyramid,785,0.373200
track,785,2.265672,0.003232,1
imagePyramid,786,0.329651
track,786,2.261052,0.003352,1
imagePyramid,787,0.437580
track,787,2.164812,0.003826,1
imagePyramid,787,0.354910
preCompute,787,1.636562
imagePyramid,787,0.392420
preCompute,787,1.982272
imagePyramid,789,0.340101
track,789,2.205922,0.000000,1
imagePyramid,790,0.484780
track,790,3.507083,0.002661,1
imagePyramid,791,0.477330
track,791,3.323933,0.003267,1
imagePyramid,792,0.384870
track,792,2.714502,0.003354,1
imagePyramid,793,0.366740
track,793,2.497952,0.003341,1
imagePyramid,794,0.540410
track,794,2.487392,0.003420,1
imagePyramid,795,0.572911
track,795,4.439364,0.003787,1
imagePyramid,795,0.653380
preCompute,795,5.002125
imagePyramid,795,0.664560
preCompute,795,5.243545
imagePyramid,797,0.657721
track,797,5.762375,0.000000,1
imagePyramid,798,0.654070
track,798,7.219536,0.004104,1
imagePyramid,798,0.677881
preCompute,798,5.162715
imagePyramid,800,0.669271
track,800,5.826965,0.000000,1
imagePyramid,801,0.671661
track,801,4.773704,0.003287,1
imagePyramid,802,0.418850
track,802,3.039123,0.003250,1
imagePyramid,803,0.470321
track,803,2.089702,0.003330,1
imagePyramid,804,0.442350
track,804,2.159332,0.003845,1
imagePyramid,804,0.643451
preCompute,804,1.480401
imagePyramid,804,0.391570
preCompute,804,1.929052
imagePyramid,806,0.358200
track,806,2.011112,0.000000,1
imagePyramid,807,0.411220
track,807,3.080653,0.004015,1
imagePyramid,807,0.465901
preCompute,807,2.494942
imagePyramid,809,0.374000
track,809,2.790772,0.000000,1
imagePyramid,810,0.398700
track,810,2.786483,0.002649,1
imagePyramid,811,0.429301
track,811,2.531462,0.003093,1
imagePyramid,812,0.480690
track,812,2.713142,0.003371,1
imagePyramid,813,0.401861
track,813,2.107482,0.003357,1
imagePyramid,814,0.352340
track,814,1.948932,0.003687,1
imagePyramid,814,0.397071
preCompute,814,1.509131
imagePyramid,814,0.376771
preCompute,814,1.788191
imagePyramid,816,1.039461
track,816,1.869831,0.000000,1
imagePyramid,817,0.376320
track,817,2.123562,0.002856,1
imagePyramid,818,0.700220
track,818,2.379682,0.003132,1
imagePyramid,819,0.393070
track,819,2.334112,0.003394,1
imagePyramid,820,0.349960
track,820,2.095022,0.003393,1
imagePyramid,821,0.398471
track,821,2.033782,0.003027,1
imagePyramid,822,0.341141
track,822,1.991801,0.003541,1
imagePyramid,822,0.393340
preCompute,822,1.615752
imagePyramid,822,0.835311
preCompute,822,1.721131
imagePyramid,824,0.392291
track,824,1.963971,0.000000,1
imagePyramid,825,0.399200
track,825,2.120302,0.003213,1
imagePyramid,826,0.422400
track,826,2.731103,0.003764,1
imagePyramid,826,0.377390
preCompute,826,1.811802
imagePyramid,828,0.330540
track,828,1.934132,0.000000,1
imagePyramid,829,0.409830
track,829,2.358552,0.003137,1
imagePyramid,830,0.359070
track,830,2.340782,0.004250,1
imagePyramid,830,0.452640
preCompute,830,2.695763
imagePyramid,832,0.380851
track,832,3.030082,0.000000,1
imagePyramid,833,0.507421
track,833,3.830583,0.003356,1
imagePyramid,834,0.414370
track,834,3.241493,0.003944,1
imagePyramid,834,0.476811
preCompute,834,1.842711
imagePyramid,836,0.365711
track,836,1.875061,0.000000,1
imagePyramid,837,0.464711
track,837,2.164472,0.003259,1
imagePyramid,838,0.401770
track,838,2.057732,0.004000,1
imagePyramid,838,0.505470
preCompute,838,1.350822
imagePyramid,838,0.418020
preCompute,838,2.150952
imagePyramid,840,0.416551
track,840,2.452732,0.000000,1
imagePyramid,841,0.450960
track,841,3.339983,0.002824,1
imagePyramid,842,0.408570
track,842,3.400673,0.003406,1
imagePyramid,843,0.476721
track,843,2.637082,0.003716,1
imagePyramid,843,0.445461
preCompute,843,1.899192
imagePyramid,845,0.361740
track,845,1.990732,0.000000,1
imagePyramid,846,0.455190
track,846,2.101282,0.003242,1
imagePyramid,847,0.364020
track,847,2.206982,0.003586,1
imagePyramid,847,0.362060
preCompute,847,1.643872
imagePyramid,847,0.438131
preCompute,847,2.213792
imagePyramid,849,0.393320
track,849,2.210192,0.000000,1
imagePyramid,850,0.547650
track,850,3.465293,0.003578,1
imagePyramid,850,0.414711
preCompute,850,2.357272
imagePyramid,852,0.409701
track,852,2.418832,0.000000,1
imagePyramid,853,0.506390
track,853,2.550022,0.003622,1
imagePyramid,853,0.406201
preCompute,853,1.584161
imagePyramid,855,0.279120
track,855,1.826632,0.000000,1
imagePyramid,856,0.349211
track,856,2.225142,0.003128,1
imagePyramid,857,0.361070
track,857,2.294232,0.004022,1
imagePyramid,857,0.371521
preCompute,857,1.713941
imagePyramid,859,0.322830
track,859,1.958352,0.000000,1
imagePyramid,860,0.348970
track,860,2.433412,0.002735,1
imagePyramid,861,0.370370
track,861,2.386152,0.003246,1
imagePyramid,862,0.373740
track,862,2.365912,0.003479,1
imagePyramid,863,0.379780
track,863,2.483332,0.003430,1
imagePyramid,864,0.387630
track,864,2.373633,0.003881,1
imagePyramid,864,0.495830
preCompute,864,1.852692
imagePyramid,864,0.540021
preCompute,864,2.058252
imagePyramid,866,0.359911
track,866,2.374062,0.000000,1
imagePyramid,867,0.826781
track,867,4.718994,0.002855,1
imagePyramid,868,1.044841
track,868,4.210454,0.002790,1
imagePyramid,869,0.402081
track,869,2.832822,0.003261,1
imagePyramid,870,0.360581
track,870,2.541952,0.003411,1
imagePyramid,871,0.363531
track,871,2.323222,0.003292,1
imagePyramid,872,0.393701
track,872,2.332452,0.003530,1
imagePyramid,872,0.632981
preCompute,872,1.686151
imagePyramid,872,0.470900
preCompute,872,2.174751
imagePyramid,874,0.369821
track,874,2.603942,0.000000,1
imagePyramid,875,0.535940
track,875,3.559534,0.003182,1
imagePyramid,876,0.406560
track,876,3.216123,0.003320,1
imagePyramid,877,0.482741
track,877,2.691342,0.003279,1
imagePyramid,878,0.369950
track,878,2.559853,0.003452,1
imagePyramid,879,0.366380
track,879,2.323202,0.004034,1
imagePyramid,879,0.466061
preCompute,879,1.674171
imagePyramid,879,0.412970
preCompute,879,1.823381
imagePyramid,881,0.502990
track,881,2.459943,0.000000,1
imagePyramid,882,0.412390
track,882,3.119073,0.002958,1
imagePyramid,883,0.414521
track,883,2.979642,0.003756,1
imagePyramid,883,0.404010
preCompute,883,2.249242
imagePyramid,885,0.386771
track,885,2.437442,0.000000,1
imagePyramid,886,0.367720
track,886,2.661593,0.002838,1
imagePyramid,887,0.411231
track,887,2.391302,0.003204,1
imagePyramid,888,0.352450
track,888,2.297652,0.003629,1
imagePyramid,888,0.467730
preCompute,888,1.664882
imagePyramid,888,0.382070
preCompute,888,1.774942
imagePyramid,890,0.314790
track,890,1.829662,0.000000,1
imagePyramid,891,0.379840
track,891,2.559672,0.003142,1
imagePyramid,892,0.397581
track,892,3.026392,0.002841,1
imagePyramid,893,0.865290
track,893,3.065382,0.003576,1
imagePyramid,893,0.411990
preCompute,893,1.914831
imagePyramid,895,0.361381
track,895,2.208472,0.000000,1
imagePyramid,896,0.501700
track,896,2.687112,0.003123,1
imagePyramid,897,0.470310
track,897,2.105342,0.003340,1
imagePyramid,898,0.408750
track,898,2.105872,0.003567,1
imagePyramid,898,0.359700
preCompute,898,1.590922
imagePyramid,898,0.329930
preCompute,898,1.624431
imagePyramid,900,0.441920
track,900,2.029612,0.000000,1
imagePyramid,901,0.504330
track,901,3.092983,0.002476,1
imagePyramid,902,0.431300
track,902,3.636073,0.002640,1
imagePyramid,903,0.433770
track,903,3.488683,0.003050,1
imagePyramid,904,0.381240
